"player","position","season","Team","GP","TOI","onGF_60","onGA_60","onG_diff_60","onxGF_60","onxGA_60","onxG_diff_60","onSF_60","onSA_60","onS_diff_60","onFF_60","onFA_60","onF_diff_60","onCF_60","onCA_60","onC_diff_60","onSh_perc","onxGA_per_FA"
"MIKE.RIBEIRO","F","20162017","NSH",6,5.12,0,0,0,5.74,0.82,4.92,46.88,11.72,35.16,58.59,23.44,35.16,58.59,35.16,23.44,0,0.035
"MIKKEL.BOEDKER","F","20162017","S.J",7,5.67,0,0,0,0.74,3.28,-2.54,0,21.16,-21.16,10.58,52.91,-42.33,31.75,63.49,-31.75,NA,0.062
"MIKKO.KOIVU","F","20162017","MIN",14,13.15,9.13,13.69,-4.56,6.57,5.11,1.46,50.19,50.19,0,59.32,63.88,-4.56,59.32,63.88,-4.56,18.18,0.08
"MIKKO.KOIVU","F","20172018","MIN",15,17.43,3.44,3.44,0,2.82,3.17,-0.34,30.98,17.21,13.77,37.87,24.1,13.77,41.31,27.54,13.77,11.11,0.1314
"MIKKO.RANTANEN","F","20162017","COL",9,11.58,10.36,0,10.36,4.4,2.85,1.55,31.09,31.09,0,46.63,46.63,0,56.99,46.63,10.36,33.33,0.0611
"MIKKO.RANTANEN","F","20172018","COL",15,16.13,3.72,18.6,-14.88,3.94,8.03,-4.09,22.32,63.24,-40.92,37.2,74.4,-37.2,44.64,85.55,-40.92,16.67,0.108
"MIKKO.RANTANEN","F","20182019","COL",10,12.82,4.68,9.36,-4.68,3.65,3.7,-0.05,28.08,28.08,0,37.44,46.8,-9.36,46.8,60.84,-14.04,16.67,0.079
"MILES.WOOD","F","20182019","N.J",5,5.77,10.4,10.4,0,4.89,4.37,0.52,41.59,31.2,10.4,41.59,41.59,0,62.39,62.39,0,25,0.105
"MIRO.HEISKANEN","D","20182019","DAL",13,16.77,7.16,10.73,-3.58,6.94,4.9,2.04,42.93,39.36,3.58,57.25,50.09,7.16,71.56,57.25,14.31,16.67,0.0979
"MITCH.MARNER","F","20162017","TOR",15,16.48,3.64,3.64,0,6.15,6.63,-0.47,32.77,36.41,-3.64,54.61,58.25,-3.64,65.53,76.46,-10.92,11.11,0.1138
"MITCH.MARNER","F","20172018","TOR",16,14.93,4.02,8.04,-4.02,5.59,7.72,-2.13,36.17,72.34,-36.17,52.24,72.34,-20.09,64.3,84.39,-20.09,11.11,0.1067
"MITCH.MARNER","F","20182019","TOR",13,16.32,7.35,18.38,-11.03,7.39,9.74,-2.35,36.76,55.15,-18.38,47.79,62.5,-14.71,51.47,77.21,-25.74,20,0.1559
"MORGAN.RIELLY","D","20162017","TOR",20,25.43,4.72,7.08,-2.36,8.9,2.78,6.11,44.83,28.31,16.52,68.42,37.75,30.67,82.58,51.91,30.67,10.53,0.0738
"MORGAN.RIELLY","D","20172018","TOR",16,21.05,0,0,0,5.22,8.24,-3.02,37.05,54.16,-17.1,45.61,74.11,-28.5,51.31,85.51,-34.2,0,0.1112
"MORGAN.RIELLY","D","20182019","TOR",14,18.63,12.88,16.1,-3.22,4.22,5.02,-0.81,32.21,48.31,-16.1,45.09,54.75,-9.66,45.09,70.85,-25.76,40,0.0918
"NATE.SCHMIDT","D","20172018","VGK",18,26.92,2.23,4.46,-2.23,5.97,6.78,-0.8,46.81,37.89,8.92,66.86,51.26,15.6,80.24,60.18,20.06,4.76,0.1322
"NATE.SCHMIDT","D","20182019","VGK",10,9.63,6.23,12.46,-6.23,2.31,2.31,0,37.38,12.46,24.92,49.84,12.46,37.38,81,24.92,56.07,16.67,0.185
"NATHAN.BEAULIEU","D","20162017","MTL",10,7.15,16.78,25.17,-8.39,9.23,4.7,4.53,67.13,41.96,25.17,75.52,58.74,16.78,83.92,67.13,16.78,25,0.08
"NATHAN.BEAULIEU","D","20172018","BUF",5,6.33,0,18.96,-18.96,3.89,8.34,-4.45,28.44,66.35,-37.91,28.44,85.31,-56.87,28.44,104.27,-75.83,0,0.0978
"NATHAN.MACKINNON","F","20162017","COL",11,13.32,9.01,0,9.01,3.56,2.52,1.04,22.52,27.03,-4.5,40.54,40.54,0,49.55,49.55,0,40,0.0622
"NATHAN.MACKINNON","F","20172018","COL",14,17.2,6.98,13.95,-6.98,4.53,6.03,-1.5,34.88,59.3,-24.42,45.35,59.3,-13.95,52.33,73.26,-20.93,20,0.1018
"NATHAN.MACKINNON","F","20182019","COL",16,23.4,2.56,12.82,-10.26,4.36,5.77,-1.41,35.9,58.97,-23.08,51.28,69.23,-17.95,66.67,79.49,-12.82,7.14,0.0833
"NAZEM.KADRI","F","20162017","TOR",20,18.92,3.17,6.34,-3.17,7.74,3.96,3.77,44.4,34.88,9.51,57.08,50.74,6.34,60.25,60.25,0,7.14,0.0781
"NAZEM.KADRI","F","20172018","TOR",13,12.2,4.92,4.92,0,5.07,9.25,-4.18,29.51,49.18,-19.67,54.1,73.77,-19.67,63.93,83.61,-19.67,16.67,0.1253
"NEAL.PIONK","D","20182019","NYR",15,15.6,0,7.69,-7.69,1.85,7.58,-5.73,19.23,46.15,-26.92,23.08,57.69,-34.62,26.92,65.38,-38.46,0,0.1313
"NICK.BJUGSTAD","F","20172018","FLA",10,5.38,11.15,0,11.15,11.38,6.8,4.57,55.76,44.61,11.15,78.07,55.76,22.3,78.07,78.07,0,20,0.122
"NICK.BJUGSTAD","F","20182019","PIT",6,7.1,0,0,0,5.92,10.82,-4.9,33.8,50.7,-16.9,50.7,59.15,-8.45,50.7,67.61,-16.9,0,0.1829
"NICK.BONINO","F","20162017","PIT",13,13.45,0,13.38,-13.38,3.93,6.2,-2.28,35.69,35.69,0,40.15,57.99,-17.84,49.07,62.45,-13.38,0,0.1069
"NICK.BONINO","F","20172018","NSH",14,12.53,4.79,0,4.79,1.34,1.87,-0.53,19.15,28.73,-9.58,19.15,33.52,-14.37,19.15,38.31,-19.15,25,0.0557
"NICK.FOLIGNO","F","20162017","CBJ",11,11,5.45,10.91,-5.45,9.93,5.62,4.31,60,43.64,16.36,81.82,49.09,32.73,81.82,60,21.82,9.09,0.1144
"NICK.FOLIGNO","F","20172018","CBJ",17,18.27,3.28,3.28,0,3.58,6.11,-2.53,29.56,39.41,-9.85,39.41,55.83,-16.42,49.26,62.4,-13.14,11.11,0.1094
"NICK.FOLIGNO","F","20182019","CBJ",7,5.55,10.81,0,10.81,4.22,5.3,-1.08,32.43,32.43,0,32.43,32.43,0,43.24,43.24,0,33.33,0.1633
"NICK.HOLDEN","D","20162017","NYR",12,12.37,4.85,0,4.85,5.24,2.52,2.72,33.95,24.25,9.7,53.35,29.1,24.25,67.91,38.8,29.1,14.29,0.0867
"NICK.JENSEN","D","20172018","DET",7,5.82,0,10.31,-10.31,2.99,6.7,-3.71,20.62,30.93,-10.31,30.93,41.24,-10.31,30.93,41.24,-10.31,0,0.1625
"NICK.JENSEN","D","20182019","DET",7,7.57,7.93,7.93,0,4.6,5.79,-1.19,39.63,39.63,0,47.56,71.33,-23.78,55.48,71.33,-15.85,20,0.0811
"NICKLAS.BACKSTROM","F","20162017","WSH",15,15.15,3.96,3.96,0,5.35,4.36,0.99,43.56,39.6,3.96,55.45,47.52,7.92,67.33,59.41,7.92,9.09,0.0917
"NICKLAS.BACKSTROM","F","20172018","WSH",15,13.4,4.48,8.96,-4.48,2.37,6.4,-4.03,26.87,40.3,-13.43,40.3,53.73,-13.43,40.3,58.21,-17.91,16.67,0.1192
"NICKLAS.BACKSTROM","F","20182019","WSH",13,16.83,0,7.13,-7.13,1.57,4.71,-3.14,7.13,32.09,-24.96,24.96,46.35,-21.39,39.22,64.17,-24.96,0,0.1015
"NICK.LEDDY","D","20162017","NYI",20,25.83,2.32,6.97,-4.65,5.25,4.48,0.77,44.13,44.13,0,55.75,51.1,4.65,60.39,69.69,-9.29,5.26,0.0877
"NICK.LEDDY","D","20172018","NYI",19,25.27,7.12,11.87,-4.75,6.05,9.95,-3.89,35.62,61.73,-26.12,42.74,75.98,-33.24,45.11,90.23,-45.11,20,0.1309
"NICK.LEDDY","D","20182019","NYI",16,22.73,5.28,0,5.28,6.55,3.06,3.48,23.76,34.32,-10.56,29.04,47.51,-18.48,31.68,52.79,-21.12,22.22,0.0644
"NICK.SCHMALTZ","F","20172018","CHI",12,11.77,5.1,0,5.1,5,5.66,-0.66,30.59,35.68,-5.1,35.68,56.07,-20.39,66.27,66.27,0,16.67,0.1009
"NICK.SCHMALTZ","F","20182019","CHI",6,6.73,8.92,0,8.92,4.64,6.51,-1.87,26.75,26.75,0,53.49,44.58,8.92,71.32,62.41,8.92,33.33,0.146
"NICO.HISCHIER","F","20172018","N.J",18,22.35,5.37,2.68,2.68,6.66,5.61,1.05,40.27,37.58,2.68,53.69,48.32,5.37,67.11,53.69,13.42,13.33,0.1161
"NICO.HISCHIER","F","20182019","N.J",13,21.1,8.53,5.69,2.84,4.55,4.21,0.34,31.28,19.91,11.37,34.12,31.28,2.84,34.12,45.5,-11.37,27.27,0.1345
"NIKITA.KUCHEROV","F","20162017","T.B",18,19.43,6.18,9.26,-3.09,5.65,4.48,1.17,46.32,37.06,9.26,58.67,55.58,3.09,74.11,58.67,15.44,13.33,0.0806
"NIKITA.KUCHEROV","F","20172018","T.B",13,15.02,0,0,0,6.87,3.12,3.75,59.92,23.97,35.95,79.89,39.95,39.95,87.88,47.94,39.95,0,0.078
"NIKITA.KUCHEROV","F","20182019","T.B",15,22.23,5.4,8.1,-2.7,4.08,4.62,-0.54,24.29,43.18,-18.89,45.88,53.98,-8.1,53.98,75.57,-21.59,22.22,0.0855
"NIKITA.ZAITSEV","D","20162017","TOR",16,15.47,0,7.76,-7.76,6.52,7.02,-0.5,38.78,19.39,19.39,65.93,50.42,15.51,73.69,58.18,15.51,0,0.1392
"NIKITA.ZAITSEV","D","20172018","TOR",9,6.13,9.79,9.79,0,3.82,3.92,-0.1,29.36,39.15,-9.79,39.15,39.15,0,39.15,39.15,0,33.33,0.1
"NIKLAS.HJALMARSSON","D","20162017","CHI",13,9.52,6.3,6.3,0,8.45,2.39,6.05,25.21,25.21,0,44.12,31.51,12.61,56.72,31.51,25.21,25,0.076
"NIKOLAJ.EHLERS","F","20162017","WPG",13,7.88,7.61,7.61,0,6.85,8.45,-1.6,38.07,68.53,-30.46,53.3,68.53,-15.23,60.91,106.6,-45.69,20,0.1233
"NIKOLAJ.EHLERS","F","20172018","WPG",15,13.2,4.55,9.09,-4.55,5.91,9.64,-3.73,36.36,50,-13.64,50,63.64,-13.64,59.09,81.82,-22.73,12.5,0.1514
"NIKOLAY.GOLDOBIN","F","20182019","VAN",9,9.37,0,0,0,5.31,1.47,3.84,38.42,19.21,19.21,64.03,19.21,44.82,70.44,38.42,32.02,0,0.0767
"NOAH.HANIFIN","D","20162017","CAR",14,13.15,4.56,13.69,-9.13,3.6,7.16,-3.56,41.06,45.63,-4.56,45.63,54.75,-9.13,50.19,73,-22.81,11.11,0.1308
"NOAH.HANIFIN","D","20172018","CAR",12,13.1,4.58,13.74,-9.16,6.55,7.47,-0.92,32.06,41.22,-9.16,50.38,50.38,0,87.02,54.96,32.06,14.29,0.1482
"NOLAN.PATRICK","F","20172018","PHI",9,5.13,0,23.39,-23.39,0.82,6.55,-5.73,0,70.18,-70.18,11.7,81.87,-70.18,11.7,116.96,-105.26,NA,0.08
"NOLAN.PATRICK","F","20182019","PHI",7,6.9,17.39,0,17.39,4.52,4.78,-0.26,43.48,43.48,0,52.17,60.87,-8.7,60.87,78.26,-17.39,40,0.0786
"OLIVER.EKMAN-LARSSON","D","20162017","ARI",18,24.25,0,4.95,-4.95,2.67,6.51,-3.84,27.22,51.96,-24.74,37.11,64.33,-27.22,42.06,64.33,-22.27,0,0.1012
"OLIVER.EKMAN-LARSSON","D","20172018","ARI",21,28.3,2.12,8.48,-6.36,5.11,7.61,-2.5,33.92,48.76,-14.84,44.52,59.36,-14.84,61.48,67.84,-6.36,6.25,0.1282
"OLIVER.EKMAN-LARSSON","D","20182019","ARI",17,19.32,3.11,9.32,-6.21,2.64,8.82,-6.18,21.74,65.22,-43.48,27.95,68.32,-40.37,40.37,68.32,-27.95,14.29,0.1291
"ONDREJ.KASE","F","20172018","ANA",14,14.57,8.24,0,8.24,8.03,4.32,3.71,37.06,37.06,0,57.65,49.42,8.24,61.77,49.42,12.35,22.22,0.0875
"ONDREJ.KASE","F","20182019","ANA",6,5.93,0,10.12,-10.12,6.68,2.53,4.15,40.47,10.12,30.35,50.59,30.35,20.24,60.71,40.47,20.24,0,0.0833
"ONDREJ.PALAT","F","20162017","T.B",13,11.43,10.5,0,10.5,7.24,2.15,5.09,41.99,21,21,78.74,31.5,47.24,78.74,36.75,41.99,25,0.0683
"OSCAR.FANTENBERG","D","20182019","L.A",6,5.58,21.51,0,21.51,10.32,2.15,8.17,43.01,32.26,10.75,64.52,43.01,21.51,64.52,64.52,0,50,0.05
"OSCAR.KLEFBOM","D","20162017","EDM",16,18.72,9.62,6.41,3.21,7.18,5.54,1.63,44.87,38.46,6.41,57.69,57.69,0,64.1,67.31,-3.21,21.43,0.0961
"OSCAR.KLEFBOM","D","20172018","EDM",15,22.75,7.91,5.27,2.64,9.15,4.43,4.72,47.47,21.1,26.37,65.93,29.01,36.92,73.85,36.92,36.92,16.67,0.1527
"OSCAR.KLEFBOM","D","20182019","EDM",13,13.77,21.79,4.36,17.43,4.4,6.01,-1.61,43.57,17.43,26.14,52.29,21.79,30.5,56.64,30.5,26.14,50,0.276
"PATRICE.BERGERON","F","20162017","BOS",13,13.88,4.32,0,4.32,6.4,2.55,3.85,47.55,17.29,30.26,69.16,30.26,38.9,82.13,30.26,51.87,9.09,0.0843
"PATRICE.BERGERON","F","20172018","BOS",16,19.53,6.14,3.07,3.07,3.23,5.81,-2.58,36.87,52.23,-15.36,39.94,58.37,-18.43,55.3,70.66,-15.36,16.67,0.0995
"PATRICE.BERGERON","F","20182019","BOS",15,16.3,7.36,7.36,0,5.63,4.2,1.44,47.85,36.81,11.04,62.58,55.21,7.36,62.58,73.62,-11.04,15.38,0.076
"PATRICK.KANE","F","20162017","CHI",17,22.15,5.42,10.84,-5.42,6.72,5.93,0.79,40.63,56.88,-16.25,56.88,73.14,-16.25,67.72,81.26,-13.54,13.33,0.0811
"PATRICK.KANE","F","20172018","CHI",17,22.7,10.57,7.93,2.64,5.18,3.81,1.37,42.29,37,5.29,55.51,52.86,2.64,71.37,55.51,15.86,25,0.072
"PATRICK.KANE","F","20182019","CHI",22,28.68,4.18,16.74,-12.55,5,11.15,-6.15,35.56,56.49,-20.92,54.39,60.67,-6.28,66.95,73.22,-6.28,11.76,0.1838
"PATRICK.MARLEAU","F","20162017","S.J",8,7.55,0,7.95,-7.95,1.27,6.91,-5.64,23.84,39.74,-15.89,23.84,63.58,-39.74,31.79,63.58,-31.79,0,0.1088
"PATRICK.MARLEAU","F","20172018","TOR",16,15.65,3.83,3.83,0,5.87,6.17,-0.31,42.17,46.01,-3.83,53.67,65.18,-11.5,76.68,72.84,3.83,9.09,0.0947
"PATRICK.MARLEAU","F","20182019","TOR",8,5.72,20.98,0,20.98,10.8,2.62,8.18,62.94,41.96,20.98,94.41,41.96,52.45,104.9,52.45,52.45,33.33,0.0625
"PATRIK.BERGLUND","F","20162017","STL",7,5.63,10.66,0,10.66,9.06,5.01,4.05,74.6,21.31,53.29,74.6,42.63,31.97,85.26,42.63,42.63,14.29,0.1175
"PATRIK.LAINE","F","20162017","WPG",12,12.6,9.52,4.76,4.76,6.95,4.52,2.43,33.33,33.33,0,57.14,33.33,23.81,57.14,38.1,19.05,28.57,0.1357
"PATRIK.LAINE","F","20172018","WPG",13,13.8,0,13.04,-13.04,4.78,11.78,-7,43.48,56.52,-13.04,43.48,86.96,-43.48,43.48,91.3,-47.83,0,0.1355
"PATRIK.LAINE","F","20182019","WPG",10,10.52,11.41,5.7,5.7,9.41,5.65,3.76,74.14,34.22,39.92,85.55,51.33,34.22,96.96,62.74,34.22,15.38,0.11
"PAUL.BYRON","F","20162017","MTL",16,11.42,5.25,5.25,0,7.04,7.04,0,42.03,42.03,0,63.05,63.05,0,73.56,73.56,0,12.5,0.1117
"PAUL.BYRON","F","20172018","MTL",16,13.03,0,4.6,-4.6,5.2,2.03,3.18,55.26,18.42,36.84,55.26,23.02,32.23,64.47,27.63,36.84,0,0.088
"PAUL.STASTNY","F","20162017","STL",6,7.12,0,0,0,1.52,3.79,-2.28,8.43,42.13,-33.71,25.28,50.56,-25.28,33.71,50.56,-16.85,0,0.075
"PAUL.STASTNY","F","20172018","STL",11,14.27,8.41,8.41,0,5.34,5.21,0.13,58.86,37.84,21.02,67.27,42.05,25.23,84.09,50.46,33.64,14.29,0.124
"PAUL.STASTNY","F","20182019","VGK",8,5.7,21.05,21.05,0,8.11,3.68,4.42,84.21,31.58,52.63,105.26,31.58,73.68,126.32,42.11,84.21,25,0.1167
"PAVEL.BUCHNEVICH","F","20172018","NYR",7,6.02,9.97,9.97,0,6.38,5.48,0.9,19.93,39.87,-19.93,69.77,59.8,9.97,69.77,69.77,0,50,0.0917
"PAVEL.BUCHNEVICH","F","20182019","NYR",11,12.22,4.91,4.91,0,3.44,6.78,-3.34,39.28,39.28,0,39.28,54.01,-14.73,44.19,63.83,-19.64,12.5,0.1255
"PAVEL.ZACHA","F","20172018","N.J",8,6.02,9.97,9.97,0,1.3,3.49,-2.19,9.97,29.9,-19.93,9.97,49.83,-39.87,19.93,49.83,-29.9,100,0.07
"PAVEL.ZACHA","F","20182019","N.J",11,10.52,0,5.7,-5.7,1.83,5.13,-3.31,11.41,51.33,-39.92,11.41,74.14,-62.74,17.11,91.25,-74.14,0,0.0692
"PETER.HOLLAND","F","20162017","ARI",4,6.5,0,0,0,1.29,5.08,-3.78,18.46,27.69,-9.23,18.46,36.92,-18.46,27.69,46.15,-18.46,0,0.1375
"PHIL.KESSEL","F","20162017","PIT",21,23,0,13.04,-13.04,3.94,6.91,-2.97,33.91,52.17,-18.26,44.35,62.61,-18.26,52.17,75.65,-23.48,0,0.1104
"PHIL.KESSEL","F","20172018","PIT",17,15.62,23.05,7.68,15.36,11.49,5.34,6.15,61.46,42.25,19.21,96.03,49.94,46.09,99.87,49.94,49.94,37.5,0.1069
"PHIL.KESSEL","F","20182019","PIT",15,18.4,0,16.3,-16.3,7.57,4.79,2.77,58.7,45.65,13.04,71.74,52.17,19.57,78.26,52.17,26.09,0,0.0919
"PHILLIP.DANAULT","F","20162017","MTL",17,15.73,7.63,3.81,3.81,8.39,4.62,3.78,64.84,34.33,30.51,83.92,49.59,34.33,91.54,53.4,38.14,11.76,0.0931
"PHILLIP.DANAULT","F","20172018","MTL",9,8.33,7.2,14.41,-7.2,4.68,8.93,-4.25,64.83,43.22,21.61,64.83,64.83,0,64.83,72.03,-7.2,11.11,0.1378
"PHILLIP.DANAULT","F","20182019","MTL",10,6.9,8.7,17.39,-8.7,3.57,3.65,-0.09,26.09,34.78,-8.7,26.09,34.78,-8.7,34.78,52.17,-17.39,33.33,0.105
"PIERRE-EDOUARD.BELLEMARE","F","20162017","PHI",13,8.83,0,0,0,2.92,6.25,-3.33,20.39,61.16,-40.77,27.18,81.54,-54.36,54.36,95.13,-40.77,0,0.0767
"PIERRE-LUC.DUBOIS","F","20172018","CBJ",12,12.58,9.54,4.77,4.77,7.97,4.15,3.82,62,38.16,23.85,85.85,47.69,38.16,90.62,57.23,33.39,15.38,0.087
"PIERRE-LUC.DUBOIS","F","20182019","CBJ",13,12.88,13.98,4.66,9.32,6.48,2.19,4.29,46.58,23.29,23.29,55.9,32.61,23.29,74.53,41.93,32.61,30,0.0671
"P.K..SUBBAN","D","20162017","NSH",11,9.47,6.34,19.01,-12.67,4.69,6.91,-2.22,19.01,25.34,-6.34,44.35,50.69,-6.34,63.36,69.69,-6.34,33.33,0.1363
"P.K..SUBBAN","D","20172018","NSH",17,20.73,0,2.89,-2.89,4.25,8.08,-3.82,26.05,54.99,-28.94,31.84,66.57,-34.73,40.52,69.46,-28.94,0,0.1213
"RADEK.FAKSA","F","20162017","DAL",9,5.13,0,46.78,-46.78,1.99,14.04,-12.05,35.09,81.87,-46.78,35.09,93.57,-58.48,58.48,105.26,-46.78,0,0.15
"RADEK.FAKSA","F","20172018","DAL",11,8.68,0,13.82,-13.82,4.42,2.49,1.94,13.82,34.56,-20.74,48.39,41.47,6.91,55.3,55.3,0,0,0.06
"RADIM.VRBATA","F","20162017","ARI",15,16.12,3.72,7.44,-3.72,3.2,8.97,-5.77,33.5,59.55,-26.05,40.94,74.44,-33.5,40.94,81.89,-40.94,11.11,0.1205
"RASMUS.DAHLIN","D","20182019","BUF",18,22.78,7.9,10.54,-2.63,5.58,5.4,0.18,44.78,34.24,10.54,57.95,44.78,13.17,65.85,50.04,15.8,17.65,0.1206
"RASMUS.RISTOLAINEN","D","20162017","BUF",17,26.38,4.55,2.27,2.27,5.78,7.62,-1.84,43.21,43.21,0,54.59,59.14,-4.55,56.86,63.68,-6.82,10.53,0.1288
"RASMUS.RISTOLAINEN","D","20172018","BUF",14,21.85,5.49,13.73,-8.24,3.6,4.83,-1.24,24.71,41.19,-16.48,32.95,52.17,-19.22,41.19,76.89,-35.7,22.22,0.0926
"RASMUS.RISTOLAINEN","D","20182019","BUF",20,23.33,5.14,7.72,-2.57,3.52,8.23,-4.71,33.43,56.58,-23.15,41.15,72.01,-30.86,48.86,84.87,-36.01,15.38,0.1143
"REILLY.SMITH","F","20162017","FLA",19,24.63,2.44,0,2.44,2.66,4.46,-1.8,14.62,36.54,-21.92,24.36,46.29,-21.92,41.41,63.34,-21.92,16.67,0.0963
"REILLY.SMITH","F","20172018","VGK",14,16.45,10.94,3.65,7.29,6.64,5.03,1.6,43.77,32.83,10.94,72.95,40.12,32.83,87.54,47.42,40.12,25,0.1255
"REILLY.SMITH","F","20182019","VGK",11,10.03,0,11.96,-11.96,2.81,3.95,-1.14,29.91,29.91,0,47.86,29.91,17.95,59.82,35.89,23.93,0,0.132
"RICHARD.PANIK","F","20182019","ARI",8,8.3,7.23,14.46,-7.23,3.69,10.41,-6.72,28.92,50.6,-21.69,36.14,72.29,-36.14,50.6,72.29,-21.69,25,0.144
"RICKARD.RAKELL","F","20162017","ANA",15,19.35,3.1,9.3,-6.2,4.06,3.78,0.28,15.5,18.6,-3.1,31.01,37.21,-6.2,34.11,43.41,-9.3,20,0.1017
"RICKARD.RAKELL","F","20172018","ANA",18,26.73,6.73,6.73,0,5.19,6.55,-1.37,35.91,44.89,-8.98,44.89,53.87,-8.98,51.63,58.36,-6.73,18.75,0.1217
"RICKARD.RAKELL","F","20182019","ANA",10,9.52,18.91,12.61,6.3,9.01,11.6,-2.58,31.51,56.72,-25.21,31.51,81.93,-50.42,50.42,88.24,-37.82,60,0.1415
"RICK.NASH","F","20162017","NYR",12,12.48,4.81,0,4.81,5.91,3.22,2.69,48.08,28.85,19.23,62.5,43.27,19.23,76.92,57.69,19.23,10,0.0744
"RICK.NASH","F","20172018","NYR",10,10.9,5.5,0,5.5,5.34,3.52,1.82,22.02,38.53,-16.51,38.53,44.04,-5.5,44.04,66.06,-22.02,25,0.08
"RILEY.NASH","F","20172018","BOS",9,9.73,18.5,12.33,6.17,14.43,2.47,11.96,74,24.67,49.33,80.16,37,43.17,86.33,67.83,18.5,25,0.0667
"ROBBY.FABBRI","F","20162017","STL",6,6.18,0,0,0,3.2,1.26,1.94,9.71,29.13,-19.42,29.13,29.13,0,29.13,38.83,-9.71,0,0.0433
"ROBERT.THOMAS","F","20182019","STL",9,8.32,0,7.21,-7.21,4.33,5.84,-1.51,43.27,43.27,0,50.48,64.9,-14.42,72.12,79.33,-7.21,0,0.09
"ROMAN.JOSI","D","20162017","NSH",16,20.27,2.96,11.84,-8.88,4.47,3.14,1.33,38.48,23.68,14.8,47.36,38.48,8.88,56.24,56.24,0,7.69,0.0815
"ROMAN.JOSI","D","20172018","NSH",19,29.42,4.08,2.04,2.04,3.1,5.57,-2.47,34.67,42.83,-8.16,38.75,57.1,-18.35,46.91,63.22,-16.32,11.76,0.0975
"ROMAN.JOSI","D","20182019","NSH",14,15.43,3.89,7.78,-3.89,1.63,2.64,-1.01,19.44,11.67,7.78,19.44,27.22,-7.78,38.89,42.77,-3.89,20,0.0971
"RON.HAINSEY","D","20162017","CAR",12,10,6,6,0,3.72,5.28,-1.56,54,36,18,60,42,18,72,48,24,11.11,0.1257
"ROOPE.HINTZ","F","20182019","DAL",5,7.93,7.57,0,7.57,5.6,2.8,2.8,37.83,15.13,22.7,45.4,45.4,0,60.53,52.96,7.57,20,0.0617
"RYAN.DZINGEL","F","20162017","OTT",11,10.67,5.62,0,5.62,2.14,5.45,-3.32,16.87,44.99,-28.12,33.74,61.86,-28.12,33.74,67.48,-33.74,33.33,0.0882
"RYAN.DZINGEL","F","20172018","OTT",13,15.03,3.99,3.99,0,5.79,1.68,4.11,43.91,15.97,27.94,51.9,27.94,23.95,59.88,39.92,19.96,9.09,0.06
"RYAN.DZINGEL","F","20182019","OTT",7,5.78,20.76,31.14,-10.38,7.06,3.74,3.32,41.52,62.28,-20.76,51.9,72.66,-20.76,51.9,72.66,-20.76,50,0.0514
"RYAN.ELLIS","D","20162017","NSH",11,13.97,0,0,0,2.79,7.99,-5.2,34.36,47.24,-12.88,38.65,81.6,-42.95,47.24,85.9,-38.65,0,0.0979
"RYAN.ELLIS","D","20172018","NSH",7,6.68,0,0,0,3.05,3.14,-0.09,8.98,44.91,-35.93,17.96,44.91,-26.95,26.95,89.82,-62.87,0,0.07
"RYAN.GETZLAF","F","20162017","ANA",14,17.92,3.35,13.39,-10.04,3.92,7.1,-3.18,23.44,40.18,-16.74,33.48,63.62,-30.13,36.83,73.66,-36.83,14.29,0.1116
"RYAN.GETZLAF","F","20172018","ANA",11,16.13,11.16,0,11.16,10.49,2.68,7.81,52.08,11.16,40.92,74.4,26.04,48.36,85.55,33.48,52.08,21.43,0.1029
"RYAN.GETZLAF","F","20182019","ANA",9,12.63,9.5,9.5,0,11.07,8.65,2.42,47.51,47.51,0,47.51,61.76,-14.25,76.01,66.51,9.5,20,0.14
"RYAN.JOHANSEN","F","20162017","NSH",17,21.67,5.54,5.54,0,4.79,3.9,0.89,35.99,33.23,2.77,44.3,52.61,-8.31,55.38,63.68,-8.31,15.38,0.0742
"RYAN.JOHANSEN","F","20172018","NSH",17,20.75,0,5.78,-5.78,6.04,4.22,1.82,34.7,31.81,2.89,46.27,34.7,11.57,52.05,46.27,5.78,0,0.1217
"RYAN.JOHANSEN","F","20182019","NSH",14,14.65,4.1,8.19,-4.1,1.72,2.54,-0.82,20.48,28.67,-8.19,24.57,40.96,-16.38,36.86,61.43,-24.57,20,0.062
"RYAN.KESLER","F","20162017","ANA",15,27.33,0,2.2,-2.2,3.69,2.63,1.05,24.15,17.56,6.59,41.71,26.34,15.37,52.69,35.13,17.56,0,0.1
"RYAN.KESLER","F","20172018","ANA",9,12.28,0,0,0,3.62,5.18,-1.56,39.09,39.09,0,39.09,43.97,-4.89,43.97,58.63,-14.66,0,0.1178
"RYAN.MCDONAGH","D","20162017","NYR",12,17.28,3.47,3.47,0,6.22,4.76,1.46,34.72,27.78,6.94,48.61,45.14,3.47,59.03,62.5,-3.47,10,0.1054
"RYAN.MCDONAGH","D","20172018","NYR",9,10.18,0,5.89,-5.89,10.02,2.06,7.96,53.05,23.58,29.47,82.51,23.58,58.94,82.51,41.26,41.26,0,0.0875
"RYAN.MCDONAGH","D","20182019","T.B",14,19.93,3.01,3.01,0,4.21,3.58,0.63,30.11,36.13,-6.02,48.17,42.15,6.02,60.21,57.2,3.01,10,0.085
