"player","season","Team","TOI","GA","SA","SV_perc","GA_","FA","xGA","FSV_perc","xFSV_perc","d_FSV_perc","GSAA","GSAx"
"CALVIN.PICKARD","20142015","COL",895.09,35,511,93.15,35,700,43.96,95,93.72,1.28,8.62,8.96
"CALVIN.PICKARD","20152016","COL",980.42,42,537,92.18,42,745,48.46,94.36,93.5,0.87,3.73,6.46
"CALVIN.PICKARD","20162017","COL",2800.24,140,1449,90.34,140,1975,114.75,92.91,94.19,-1.28,-14.57,-25.25
"CAM.TALBOT","20132014","NYR",1210.66,33,560,94.11,32,780,48.11,95.9,93.83,2.07,15.21,16.11
"CAM.TALBOT","20142015","NYR",2094.93,77,1038,92.58,77,1481,94.41,94.8,93.63,1.18,11.61,17.41
"CAM.TALBOT","20152016","EDM",3176.6,136,1636,91.69,136,2251,143.24,93.96,93.64,0.32,3.33,7.24
"CAM.TALBOT","20162017","EDM",4289,171,2109,91.89,168,2844,196.43,94.09,93.09,1,11.56,28.43
"CAM.TALBOT","20172018","EDM",3730.09,188,2036,90.77,187,2766,191.7,93.24,93.07,0.17,-9.25,4.7
"CAM.TALBOT","20182019","EDM",1694.57,95,888,89.3,94,1209,78.55,92.22,93.5,-1.28,-14.99,-15.45
"CAM.WARD","20072008","CAR",3745.35,171,1758,90.27,171,2460,162.71,93.05,93.39,-0.34,-10.77,-8.29
"CAM.WARD","20082009","CAR",3843.1,158,1843,91.43,156,2592,166.9,93.98,93.56,0.42,10.86,10.9
"CAM.WARD","20092010","CAR",2586.09,117,1371,91.47,116,1886,132.14,93.85,92.99,0.86,4.82,16.14
"CAM.WARD","20102011","CAR",4257.58,181,2342,92.27,180,3328,208.5,94.59,93.73,0.86,23.13,28.5
"CAM.WARD","20112012","CAR",3985.77,181,2141,91.55,181,3006,195.86,93.98,93.48,0.49,4.3,14.86
"CAM.WARD","20122013","CAR",929.44,44,477,90.78,44,665,41.97,93.38,93.69,-0.31,-1.98,-2.03
"CAM.WARD","20132014","CAR",1645.27,84,824,89.81,83,1147,75.54,92.76,93.41,-0.65,-13.06,-7.46
"CAM.WARD","20142015","CAR",3005.7,120,1338,91.03,118,1916,117.28,93.84,93.88,-0.04,-5.78,-0.72
"CAM.WARD","20152016","CAR",3032.82,122,1340,90.9,120,1904,121.72,93.7,93.61,0.09,-7.88,1.72
"CAM.WARD","20162017","CAR",3617.92,162,1711,90.53,162,2348,150.74,93.1,93.58,-0.48,-13.89,-11.26
"CAM.WARD","20172018","CAR",2459.34,112,1187,90.56,112,1631,101.71,93.13,93.76,-0.63,-7.79,-10.29
"CAM.WARD","20182019","CHI",1882.05,115,1113,89.67,114,1459,99.59,92.19,93.17,-0.99,-14.71,-14.41
"CAREY.PRICE","20072008","MTL",2388.35,102,1272,91.98,101,1732,104.93,94.17,93.94,0.23,13.93,3.93
"CAREY.PRICE","20082009","MTL",2940.64,141,1477,90.45,140,2008,127.54,93.03,93.65,-0.62,-5.68,-12.46
"CAREY.PRICE","20092010","MTL",2273.63,106,1189,91.08,105,1649,98.68,93.63,94.02,-0.38,-0.35,-6.32
"CAREY.PRICE","20102011","MTL",4206.16,165,2147,92.31,163,2892,180.32,94.36,93.76,0.6,22.13,17.32
"CAREY.PRICE","20112012","MTL",3939.08,160,1911,91.63,160,2645,159.72,93.95,93.96,-0.01,5.4,-0.28
"CAREY.PRICE","20122013","MTL",2229.03,95,1008,90.58,95,1376,84.14,93.1,93.89,-0.79,-6.21,-10.86
"CAREY.PRICE","20132014","MTL",3464.38,134,1827,92.67,132,2491,154.92,94.7,93.78,0.92,23.29,22.92
"CAREY.PRICE","20142015","MTL",3976.55,130,1953,93.34,130,2702,165.35,95.19,93.88,1.31,36.72,35.35
"CAREY.PRICE","20162017","MTL",3708.07,138,1794,92.31,138,2397,149.19,94.24,93.78,0.47,17.3,11.19
"CAREY.PRICE","20172018","MTL",2854.62,148,1487,90.05,148,1992,121.67,92.57,93.89,-1.32,-17.45,-26.33
"CAREY.PRICE","20182019","MTL",3880.25,161,1952,91.75,161,2652,163.11,93.93,93.85,0.08,14.89,2.11
"CARTER.HART","20182019","PHI",1716.92,81,976,91.7,81,1289,76.49,93.72,94.07,-0.35,6.94,-4.51
"CARTER.HUTTON","20132014","NSH",2085.26,91,1006,90.95,91,1384,76.9,93.42,94.44,-1.02,-4.39,-14.1
"CARTER.HUTTON","20142015","NSH",1009.84,44,450,90.22,44,650,40.15,93.23,93.82,-0.59,-5.59,-3.85
"CARTER.HUTTON","20152016","NSH",978.93,38,464,91.81,37,660,39.76,94.39,93.98,0.42,1.52,2.76
"CARTER.HUTTON","20162017","STL",1457.95,58,663,91.25,58,930,57.13,93.76,93.86,-0.09,-0.61,-0.87
"CARTER.HUTTON","20172018","STL",1609.55,56,810,93.09,55,1080,69.07,94.91,93.6,1.3,15.11,14.07
"CARTER.HUTTON","20182019","BUF",2839.62,142,1541,90.79,141,2107,128.88,93.31,93.88,-0.58,-3.15,-12.12
"CASEY.DESMITH","20182019","PIT",1943.55,89,1060,91.6,89,1383,87.11,93.56,93.7,-0.14,6.51,-1.89
"CHAD.JOHNSON","20132014","BOS",1510.82,53,708,92.51,53,967,62.52,94.52,93.53,0.98,7.95,9.52
"CHAD.JOHNSON","20142015","NYI",1052.81,54,488,88.93,54,681,43.17,92.07,93.66,-1.59,-12.34,-10.83
"CHAD.JOHNSON","20152016","BUF",2591.05,102,1271,91.97,101,1801,108.99,94.39,93.95,0.44,6.24,7.99
"CHAD.JOHNSON","20162017","CGY",2013.21,87,969,91.02,86,1374,87.13,93.74,93.66,0.08,-3.12,1.13
"CHAD.JOHNSON","20172018","BUF",1773.54,105,963,89.1,105,1321,80.47,92.05,93.91,-1.86,-20.46,-24.53
"CHARLIE.LINDGREN","20172018","MTL",832.97,42,457,90.81,42,645,43.75,93.49,93.22,0.27,-1.88,1.75
"CHRIS.MASON","20072008","NSH",2613.38,127,1241,89.77,127,1617,99.23,92.15,93.86,-1.72,-13.89,-27.77
"CHRIS.MASON","20082009","STL",3154.76,127,1509,91.58,126,2136,128.99,94.1,93.96,0.14,11.26,2.99
"CHRIS.MASON","20092010","STL",3492.12,148,1695,91.27,148,2388,148.89,93.8,93.77,0.04,2.61,0.89
"CHRIS.MASON","20102011","ATL",1681.66,95,882,89.23,95,1178,78.91,91.94,93.3,-1.37,-18.13,-16.09
"CHRIS.MASON","20112012","WPG",974.88,43,416,89.66,41,631,41.01,93.5,93.5,0,-7,0.01
"CHRIS.OSGOOD","20072008","DET",2346.41,80,955,91.62,75,1290,81.96,94.19,93.65,0.54,7.04,6.96
"CHRIS.OSGOOD","20082009","DET",2662.73,137,1208,88.66,136,1621,103.98,91.61,93.59,-1.98,-26.32,-32.02
"CHRIS.OSGOOD","20092010","DET",1252.03,63,561,88.77,63,784,47.15,91.96,93.99,-2.02,-13.15,-15.85
"COLLIN.DELIA","20182019","CHI",831.05,50,544,90.81,50,696,47.75,92.82,93.14,-0.32,-0.98,-2.25
"CONNOR.HELLEBUYCK","20152016","WPG",1433.46,56,683,91.8,55,936,62.24,94.12,93.35,0.77,2.17,7.24
"CONNOR.HELLEBUYCK","20162017","WPG",3013.51,144,1567,90.81,138,2082,129.34,93.37,93.79,-0.42,-8.35,-8.66
"CONNOR.HELLEBUYCK","20172018","WPG",3965.9,156,2048,92.38,155,2851,168.02,94.56,94.11,0.46,23.8,13.02
"CONNOR.HELLEBUYCK","20182019","WPG",3704.1,179,2051,91.27,179,2767,172.92,93.53,93.75,-0.22,5.81,-6.08
"COREY.CRAWFORD","20102011","CHI",3331.63,128,1542,91.7,126,2088,130.24,93.97,93.76,0.2,6.4,4.24
"COREY.CRAWFORD","20112012","CHI",3218.23,146,1507,90.31,144,1999,125.4,92.8,93.73,-0.93,-15.57,-18.6
"COREY.CRAWFORD","20122013","CHI",1760.52,57,769,92.59,57,1019,64.53,94.41,93.67,0.74,10.74,7.53
"COREY.CRAWFORD","20132014","CHI",3395.02,128,1533,91.65,127,2043,127.05,93.78,93.78,0,3.98,0.05
"COREY.CRAWFORD","20142015","CHI",3313.31,126,1655,92.39,126,2177,137.97,94.21,93.66,0.55,15.28,11.97
"COREY.CRAWFORD","20152016","CHI",3322.65,131,1718,92.37,130,2292,153.46,94.33,93.3,1.02,15.31,23.46
"COREY.CRAWFORD","20162017","CHI",3246.88,138,1690,91.83,136,2233,143.71,93.91,93.56,0.35,8.29,7.71
"COREY.CRAWFORD","20172018","CHI",1583.52,60,842,92.87,59,1155,72.49,94.89,93.72,1.17,13.92,13.49
"COREY.CRAWFORD","20182019","CHI",2212.85,108,1176,90.82,108,1571,108.52,93.13,93.09,0.03,-2.03,0.52
"CORY.SCHNEIDER","20102011","VAN",1371.31,51,714,92.86,51,975,67.93,94.77,93.03,1.74,11.23,16.93
"CORY.SCHNEIDER","20112012","VAN",1832.82,60,945,93.65,60,1220,78.48,95.08,93.57,1.51,21.79,18.48
"CORY.SCHNEIDER","20122013","VAN",1733.32,61,835,92.69,61,1110,70.55,94.5,93.64,0.86,12.55,9.55
"CORY.SCHNEIDER","20132014","N.J",2679.92,88,1107,92.05,86,1496,94.52,94.25,93.68,0.57,7.31,8.52
"CORY.SCHNEIDER","20142015","N.J",3923.95,148,1982,92.53,145,2622,163.01,94.47,93.78,0.69,21.2,18.01
"CORY.SCHNEIDER","20152016","N.J",3407.41,122,1595,92.35,122,2123,139.79,94.25,93.42,0.84,13.83,17.79
"CORY.SCHNEIDER","20162017","N.J",3467.84,163,1779,90.84,160,2418,152.4,93.38,93.7,-0.31,-9,-7.6
"CORY.SCHNEIDER","20172018","N.J",2332.26,114,1228,90.72,114,1712,110.13,93.34,93.57,-0.23,-6.19,-3.87
"CORY.SCHNEIDER","20182019","N.J",1351.78,70,712,90.17,70,986,61.02,92.9,93.81,-0.91,-5.84,-8.98
"CRAIG.ANDERSON","20072008","FLA",875.13,33,501,93.41,33,683,41.89,95.17,93.87,1.3,12.66,8.89
"CRAIG.ANDERSON","20082009","FLA",1635.93,74,977,92.43,73,1284,83.6,94.31,93.49,0.83,15.51,10.6
"CRAIG.ANDERSON","20092010","COL",4235.26,186,2231,91.66,186,3049,178.4,93.9,94.15,-0.25,12.23,-7.6
"CRAIG.ANDERSON","20102011","COL",1810.28,99,957,89.66,99,1299,76.17,92.38,94.14,-1.76,-15.59,-22.83
"CRAIG.ANDERSON","20102011","OTT",1054.82,36,589,93.89,36,794,50.53,95.47,93.64,1.83,15.34,14.53
"CRAIG.ANDERSON","20112012","OTT",3433.01,162,1891,91.43,161,2549,162.8,93.68,93.61,0.07,1.66,1.8
"CRAIG.ANDERSON","20122013","OTT",1420.61,40,677,94.09,40,906,51.89,95.58,94.27,1.31,19.63,11.89
"CRAIG.ANDERSON","20132014","OTT",2998.51,150,1680,91.07,147,2262,142.48,93.5,93.7,-0.2,-5.36,-4.52
"CRAIG.ANDERSON","20142015","OTT",2092.51,87,1134,92.33,87,1524,90.09,94.29,94.09,0.2,9.81,3.09
"CRAIG.ANDERSON","20152016","OTT",3477.13,161,1915,91.59,160,2576,155.19,93.79,93.98,-0.19,2.09,-4.81
"CRAIG.ANDERSON","20162017","OTT",2421.25,92,1247,92.62,90,1715,99.78,94.75,94.18,0.57,15.95,9.78
"CRAIG.ANDERSON","20172018","OTT",3250.53,180,1768,89.82,180,2401,153.57,92.5,93.6,-1.1,-24.78,-26.43
"CRAIG.ANDERSON","20182019","OTT",2785.18,163,1675,90.27,162,2270,137.12,92.86,93.96,-1.1,-12.07,-24.88
"CRISTOBAL.HUET","20072008","MTL",2115.48,88,1078,91.84,85,1517,87.77,94.4,94.21,0.18,10.25,2.77
"CRISTOBAL.HUET","20082009","CHI",2330.96,99,1075,90.79,99,1437,94.65,93.11,93.41,-0.3,-0.51,-4.35
"CRISTOBAL.HUET","20092010","CHI",2731.76,114,1083,89.47,113,1486,94.27,92.4,93.66,-1.26,-17.77,-18.73
"CURTIS.JOSEPH","20082009","TOR",835.7,50,381,86.88,50,571,36.71,91.24,93.57,-2.33,-15.09,-13.29
"CURTIS.MCELHINNEY","20102011","ANA",996.25,57,516,88.95,55,748,50.53,92.65,93.24,-0.6,-12.03,-4.47
"CURTIS.MCELHINNEY","20132014","CBJ",1423.16,64,703,90.9,64,938,52.27,93.18,94.43,-1.25,-3.48,-11.73
"CURTIS.MCELHINNEY","20142015","CBJ",1710,82,949,91.36,82,1273,84.08,93.56,93.4,0.16,-0.99,2.08
"CURTIS.MCELHINNEY","20152016","CBJ",835.44,46,417,88.97,46,586,42.6,92.15,92.73,-0.58,-10.49,-3.4
"CURTIS.MCELHINNEY","20162017","TOR",758.66,36,418,91.39,36,596,38.19,93.96,93.59,0.37,0.18,2.19
"CURTIS.MCELHINNEY","20172018","TOR",959.12,34,509,93.32,34,722,42.45,95.29,94.12,1.17,10.69,8.45
"CURTIS.MCELHINNEY","20182019","CAR",1977.52,85,968,91.22,85,1364,91.27,93.77,93.31,0.46,2.22,6.27
"CURTIS.SANFORD","20082009","VAN",972.58,42,448,90.62,42,641,37.67,93.45,94.12,-0.68,-0.95,-4.33
"CURTIS.SANFORD","20112012","CBJ",1982.94,86,971,91.14,86,1320,77.41,93.48,94.14,-0.65,-1.96,-8.59
"DAN.ELLIS","20072008","NSH",2165.09,86,1110,92.25,81,1450,87.01,94.41,94,0.41,15.17,6.01
"DAN.ELLIS","20082009","NSH",1902.45,93,928,89.98,93,1291,86.78,92.8,93.28,-0.48,-7.98,-6.22
"DAN.ELLIS","20092010","NSH",1714.64,77,848,90.92,77,1154,72.24,93.33,93.74,-0.41,-1.65,-4.76
"DAN.ELLIS","20102011","T.B",1677.48,82,739,88.9,81,1060,62.97,92.36,94.06,-1.7,-17.59,-18.03
"DAN.ELLIS","20122013","CAR",977.07,52,548,90.51,51,747,52.27,93.17,93,0.17,-3.73,1.27
"DAN.ELLIS","20132014","DAL",690.04,35,349,89.97,35,503,31.32,93.04,93.77,-0.73,-4.95,-3.68
"DANY.SABOURIN","20072008","PIT",1201.49,54,584,90.75,52,805,48.32,93.54,94,-0.46,-0.77,-3.68
"DANY.SABOURIN","20082009","PIT",989.44,47,463,89.85,47,647,41.69,92.74,93.56,-0.82,-4.58,-5.31
"DARCY.KUEMPER","20132014","MIN",1480.24,60,702,91.45,59,978,51.54,93.97,94.73,-0.76,0.44,-7.46
"DARCY.KUEMPER","20142015","MIN",1548.71,67,713,90.6,67,999,54.23,93.29,94.57,-1.28,-6.13,-12.77
"DARCY.KUEMPER","20152016","MIN",1063.4,43,507,91.52,43,713,42.25,93.97,94.07,-0.11,0.18,-0.75
"DARCY.KUEMPER","20162017","MIN",1053.04,55,562,90.21,55,790,44.75,93.04,94.34,-1.3,-6.35,-10.25
"DARCY.KUEMPER","20172018","L.A",999.21,35,516,93.22,35,720,45.36,95.14,93.7,1.44,10.3,10.36
